VideoName,ValueExtraversion,ValueAgreeableness,ValueConscientiousness,ValueNeurotisicm,ValueOpenness
uf_sIIw4zxY.005.mp4,0.47663551401869164,0.5934065934065933,0.61165048543689315,0.55208333333333337,0.58888888888888891
Pn_LNsSsm58.005.mp4,0.5420560747663552,0.60439560439560436,0.46601941747572811,0.45833333333333337,0.57777777777777772
MbufNmC0JL0.004.mp4,0.44859813084112149,0.48351648351648352,0.65048543689320393,0.5,0.58888888888888891
7wsksuXYoMY.002.mp4,0.63551401869158874,0.58241758241758246,0.57281553398058249,0.61458333333333326,0.6333333333333333
mZ2CHgzwDt0.003.mp4,0.71028037383177567,0.69230769230769229,0.91262135922330101,0.79166666666666674,0.83333333333333326
BkDdtxDPjJA.001.mp4,0.41121495327102808,0.52747252747252749,0.6893203883495147,0.5625,0.44444444444444448
fiEEjrKhlNU.002.mp4,0.42990654205607481,0.51648351648351654,0.6310679611650486,0.51041666666666663,0.58888888888888891
vYkHHVeNK_M.002.mp4,0.16822429906542055,0.34065934065934061,0.1941747572815534,0.14583333333333329,0.26666666666666666
tNPLxKC38Xs.002.mp4,0.57943925233644866,0.67032967032967028,0.70873786407766992,0.75000000000000011,0.5444444444444444
vQEZ5KF9I4E.003.mp4,0.30841121495327106,0.47252747252747251,0.7184466019417477,0.51041666666666663,0.55555555555555558
N0QizgPLLbs.005.mp4,0.5420560747663552,0.68131868131868123,0.64077669902912615,0.57291666666666663,0.64444444444444438
gAWA-fcIa_M.002.mp4,0.5420560747663552,0.4395604395604395,0.66019417475728159,0.45833333333333337,0.57777777777777772
0u56Q_QmxIM.002.mp4,0.33644859813084116,0.56043956043956045,0.8252427184466018,0.53125,0.56666666666666665
VIhStXxpAr0.003.mp4,0.37383177570093457,0.53846153846153844,0.31067961165048547,0.33333333333333331,0.42222222222222222
D4TU65xbF4g.002.mp4,0.45794392523364491,0.73626373626373631,0.40776699029126218,0.59375,0.76666666666666661
300gK3CnzW0.002.mp4,0.41121495327102808,0.51648351648351654,0.49514563106796111,0.52083333333333337,0.52222222222222225
atH8mnvu-sE.005.mp4,0.84112149532710279,0.49450549450549453,0.66019417475728159,0.73958333333333326,0.81111111111111101
7Y3S4nfQHeo.005.mp4,0.20560747663551404,0.35164835164835162,0.43689320388349517,0.46875,0.46666666666666667
C8xZ0vhrrFE.000.mp4,0.20560747663551404,0.31868131868131866,0.20388349514563109,0.32291666666666663,0.45555555555555555
d8skGb2ycio.003.mp4,0.61682242990654212,0.64835164835164838,0.64077669902912615,0.61458333333333326,0.55555555555555558
69BopbFc34U.001.mp4,0.15887850467289719,0.32967032967032966,0.23300970873786406,0.14583333333333329,0.33333333333333337
3JzvXA-Zfbs.002.mp4,0.30841121495327106,0.46153846153846151,0.3300970873786408,0.27083333333333331,0.33333333333333337
nfN9qJSVank.003.mp4,0.47663551401869164,0.4395604395604395,0.65048543689320393,0.66666666666666674,0.59999999999999998
GwKmjEb3qN0.004.mp4,0.41121495327102808,0.4505494505494505,0.39805825242718451,0.44791666666666669,0.45555555555555555
FkzVX7SQ9wE.002.mp4,0.5420560747663552,0.58241758241758246,0.61165048543689315,0.60416666666666663,0.62222222222222223
rGTn2uaCAT0.004.mp4,0.70093457943925241,0.75824175824175832,0.64077669902912615,0.73958333333333326,0.88888888888888895
a4bCX4P_5KI.000.mp4,0.38317757009345793,0.49450549450549453,0.65048543689320393,0.48958333333333331,0.53333333333333333
wYZJ2HXfvmQ.005.mp4,0.20560747663551404,0.30769230769230765,0.33980582524271846,0.19791666666666666,0.37777777777777782
KahSwziq8F0.001.mp4,0.61682242990654212,0.76923076923076916,0.5436893203883495,0.64583333333333326,0.7222222222222221
KahSwziq8F0.003.mp4,0.50467289719626174,0.39560439560439559,0.42718446601941745,0.4375,0.5
Yj36y7ELRZE.004.mp4,0.32710280373831779,0.39560439560439559,0.52427184466019416,0.3125,0.5444444444444444
bzFTA6kGyA8.002.mp4,0.49532710280373837,0.60439560439560436,0.84466019417475735,0.66666666666666674,0.6333333333333333
B77ZCcCMrkM.004.mp4,0.57943925233644866,0.69230769230769229,0.6893203883495147,0.6875,0.78888888888888875
slE2PWIwzus.002.mp4,0.63551401869158874,0.74725274725274737,0.77669902912621358,0.71874999999999989,0.77777777777777768
Kbcvurfuvhk.002.mp4,0.42990654205607481,0.62637362637362637,0.55339805825242716,0.53125,0.53333333333333333
3pJZOCtAzYE.001.mp4,0.69158878504672905,0.67032967032967028,0.6893203883495147,0.59375,0.71111111111111103
RhFPotjd0hM.004.mp4,0.55140186915887857,0.65934065934065922,0.6893203883495147,0.57291666666666663,0.58888888888888891
JEualxMkaE4.004.mp4,0.49532710280373837,0.62637362637362637,0.5145631067961165,0.58333333333333326,0.62222222222222223
1mHjMNZZvFo.004.mp4,0.58878504672897203,0.60439560439560436,0.84466019417475735,0.81250000000000011,0.65555555555555556
87r3cLkrw4A.002.mp4,0.52336448598130847,0.50549450549450547,0.62135922330097093,0.60416666666666663,0.61111111111111105
WyLqK6wzYLU.001.mp4,0.62616822429906549,0.60439560439560436,0.55339805825242716,0.46875,0.7222222222222221
yFZ3eUD6Pqs.000.mp4,0.5700934579439253,0.69230769230769229,0.59223300970873793,0.66666666666666674,0.44444444444444448
T0drx76OLAc.000.mp4,0.5140186915887851,0.4395604395604395,0.40776699029126218,0.47916666666666669,0.56666666666666665
184MlJCcboQ.000.mp4,0.62616822429906549,0.48351648351648352,0.56310679611650483,0.51041666666666663,0.6333333333333333
Me22JENkhJA.000.mp4,0.2710280373831776,0.51648351648351654,0.23300970873786406,0.32291666666666663,0.27777777777777779
54K75EhiTEk.005.mp4,0.39252336448598135,0.47252747252747251,0.39805825242718451,0.48958333333333331,0.56666666666666665
r2BoxB3kgYk.001.mp4,0.47663551401869164,0.42857142857142849,0.33980582524271846,0.42708333333333337,0.64444444444444438
U3UaF1aFek4.001.mp4,0.61682242990654212,0.60439560439560436,0.53398058252427183,0.60416666666666663,0.59999999999999998
TmyDT-HC3qI.002.mp4,0.17757009345794392,0.21978021978021975,0.27184466019417475,0.29166666666666663,0.58888888888888891
R_6hhFo7M3o.003.mp4,0.55140186915887857,0.60439560439560436,0.73786407766990292,0.67708333333333337,0.68888888888888888
fuKtMm2WR0g.001.mp4,0.45794392523364491,0.62637362637362637,0.50485436893203883,0.41666666666666669,0.42222222222222222
4ZlcaXadwlo.001.mp4,0.40186915887850472,0.50549450549450547,0.53398058252427183,0.39583333333333337,0.45555555555555555
EA8BEYAZqAA.000.mp4,0.70093457943925241,0.78021978021978022,0.76699029126213591,0.70833333333333337,0.84444444444444444
bnM9Ow52x3o.001.mp4,0.59813084112149539,0.53846153846153844,0.62135922330097093,0.60416666666666663,0.64444444444444438
NDC375coN1o.005.mp4,0.29906542056074764,0.47252747252747251,0.29126213592233008,0.3125,0.4777777777777778
OhHg1lyxe4I.002.mp4,0.12149532710280371,0.23076923076923075,0.15533980582524273,0.093749999999999972,0.18888888888888891
KGRUaRe3r7I.001.mp4,0.74766355140186935,0.93406593406593397,0.77669902912621358,0.80208333333333337,0.84444444444444444
cBR5cDwwdno.005.mp4,0.65420560747663559,0.56043956043956045,0.52427184466019416,0.5625,0.78888888888888875
521sm7CTyfg.003.mp4,0.39252336448598135,0.5714285714285714,0.50485436893203883,0.45833333333333337,0.55555555555555558
0fMw9o1v2tY.001.mp4,0.34579439252336452,0.38461538461538458,0.36893203883495146,0.40625000000000006,0.4777777777777778
G-25EWOIGNs.004.mp4,0.64485981308411233,0.63736263736263732,0.65048543689320393,0.60416666666666663,0.6333333333333333
uMCRfie1lkc.002.mp4,0.18691588785046728,0.49450549450549453,0.4563106796116505,0.30208333333333331,0.57777777777777772
kUpkeJDcxaE.000.mp4,0.45794392523364491,0.5714285714285714,0.5436893203883495,0.51041666666666663,0.57777777777777772
DWVJXufR7gE.000.mp4,0.55140186915887857,0.67032967032967028,0.47572815533980584,0.78124999999999989,0.5444444444444444
57o4odfqTs8.001.mp4,0.49532710280373837,0.67032967032967028,0.61165048543689315,0.52083333333333337,0.65555555555555556
l-WgXcGLdZk.005.mp4,0.5700934579439253,0.64835164835164838,0.55339805825242716,0.67708333333333337,0.7222222222222221
8ZHpqRJ39HA.002.mp4,0.5700934579439253,0.48351648351648352,0.73786407766990292,0.48958333333333331,0.51111111111111107
rCxlfusNJlY.000.mp4,0.53271028037383183,0.74725274725274737,0.76699029126213591,0.67708333333333337,0.71111111111111103
a-nUsP7oETI.005.mp4,0.43925233644859812,0.46153846153846151,0.52427184466019416,0.60416666666666663,0.57777777777777772
dRP8ZaAryro.003.mp4,0.59813084112149539,0.63736263736263732,0.6893203883495147,0.6875,0.74444444444444435
3taD1fEPfC8.003.mp4,0.29906542056074764,0.25274725274725274,0.32038834951456308,0.40625000000000006,0.53333333333333333
K-iwJMxjyx4.003.mp4,0.43925233644859812,0.5934065934065933,0.42718446601941745,0.60416666666666663,0.55555555555555558
MT3tOBpG5II.004.mp4,0.45794392523364491,0.48351648351648352,0.49514563106796111,0.53125,0.56666666666666665
ADa9rkwF2uA.000.mp4,0.70093457943925241,0.75824175824175832,0.61165048543689315,0.71874999999999989,0.68888888888888888
bej-DbxTkWA.003.mp4,0.42990654205607481,0.75824175824175832,0.55339805825242716,0.54166666666666663,0.52222222222222225
HWuh0biZQ_c.000.mp4,0.41121495327102808,0.4175824175824176,0.42718446601941745,0.4375,0.59999999999999998
4VwcU0ROy5k.001.mp4,0.58878504672897203,0.68131868131868123,0.6310679611650486,0.64583333333333326,0.71111111111111103
nKLhatlbqEw.002.mp4,0.50467289719626174,0.62637362637362637,0.5436893203883495,0.65625,0.5444444444444444
5ghk5950BhU.004.mp4,0.52336448598130847,0.4505494505494505,0.5145631067961165,0.53125,0.51111111111111107
Q2AI4XpApFs.005.mp4,0.50467289719626174,0.58241758241758246,0.72815533980582514,0.57291666666666663,0.57777777777777772
lnawWqnGpMc.002.mp4,0.35514018691588783,0.40659340659340659,0.47572815533980584,0.38541666666666669,0.48888888888888887
5Ku4_r_Yxsk.001.mp4,0.58878504672897203,0.4175824175824176,0.72815533980582514,0.64583333333333326,0.69999999999999996
Ps55vHez10c.000.mp4,0.66355140186915895,0.56043956043956045,0.60194174757281549,0.73958333333333326,0.69999999999999996
fkDqn2muw-A.002.mp4,0.67289719626168232,0.74725274725274737,0.66990291262135915,0.6875,0.77777777777777768
LCafv-LfC3Y.004.mp4,0.60747663551401876,0.5714285714285714,0.67961165048543692,0.58333333333333326,0.6333333333333333
HPEemWelY1E.002.mp4,0.72897196261682251,0.73626373626373631,0.64077669902912615,0.75000000000000011,0.84444444444444444
dS2XOB8kmr4.001.mp4,0.49532710280373837,0.47252747252747251,0.47572815533980584,0.47916666666666669,0.66666666666666663
gChqk1izWkc.002.mp4,0.55140186915887857,0.48351648351648352,0.40776699029126218,0.44791666666666669,0.56666666666666665
5xA8-Y5qgT0.001.mp4,0.46728971962616828,0.46153846153846151,0.50485436893203883,0.40625000000000006,0.65555555555555556
E3z1D7CKoOA.003.mp4,0.40186915887850472,0.70329670329670324,0.59223300970873793,0.51041666666666663,0.46666666666666667
ouYYWCY__5A.001.mp4,0.56074766355140193,0.63736263736263732,0.5145631067961165,0.625,0.71111111111111103
uf_sIIw4zxY.001.mp4,0.55140186915887857,0.63736263736263732,0.72815533980582514,0.55208333333333337,0.6777777777777777
1fsFL_qNYlQ.001.mp4,0.52336448598130847,0.54945054945054939,0.65048543689320393,0.47916666666666669,0.56666666666666665
ga_XczsO4eY.001.mp4,0.45794392523364491,0.52747252747252749,0.39805825242718451,0.52083333333333337,0.40000000000000002
Q43qO4HC6mA.000.mp4,0.44859813084112149,0.46153846153846151,0.41747572815533979,0.5,0.51111111111111107
MuYYY3XaJ7Q.005.mp4,0.80373831775700944,0.78021978021978022,0.7184466019417477,0.83333333333333337,0.88888888888888895
jZDlFzVUZwY.005.mp4,0.62616822429906549,0.56043956043956045,0.56310679611650483,0.65625,0.57777777777777772
xHsh2Rg5ANU.000.mp4,0.2710280373831776,0.48351648351648352,0.29126213592233008,0.29166666666666663,0.34444444444444444
PHv6CzBIC5E.002.mp4,0.11214953271028037,0.30769230769230765,0.34951456310679607,0.15624999999999994,0.25555555555555554
bJktioZ5Yxk.003.mp4,0.60747663551401876,0.62637362637362637,0.75728155339805825,0.64583333333333326,0.91111111111111109
YzcZY1mUZfc.002.mp4,0.79439252336448596,0.75824175824175832,0.57281553398058249,0.72916666666666674,0.74444444444444435
wYixHjntI-4.004.mp4,0.57943925233644866,0.62637362637362637,0.62135922330097093,0.53125,0.58888888888888891
JoQRNgGQCgY.003.mp4,0.63551401869158874,0.4395604395604395,0.65048543689320393,0.55208333333333337,0.69999999999999996
Vj-Cmtqv_qY.001.mp4,0.52336448598130847,0.4505494505494505,0.57281553398058249,0.58333333333333326,0.7222222222222221
7rZF73nDGEY.003.mp4,0.41121495327102808,0.35164835164835162,0.36893203883495146,0.38541666666666669,0.45555555555555555
QipgesEKSNA.002.mp4,0.74766355140186935,0.63736263736263732,0.53398058252427183,0.69791666666666663,0.56666666666666665
0hWbtuRVUgM.001.mp4,0.5420560747663552,0.74725274725274737,0.60194174757281549,0.61458333333333326,0.71111111111111103
Wa-HX5jP3ew.002.mp4,0.15887850467289719,0.38461538461538458,0.31067961165048547,0.19791666666666666,0.25555555555555554
VtYPH6UsVnU.001.mp4,0.31775700934579437,0.5714285714285714,0.55339805825242716,0.42708333333333337,0.42222222222222222
TNjEJGdqmH0.005.mp4,0.5700934579439253,0.64835164835164838,0.5436893203883495,0.61458333333333326,0.55555555555555558
ZIk7N-xHvF4.002.mp4,0.08411214953271029,0.15384615384615383,0.087378640776699018,0.04166666666666665,0.44444444444444448
cNXnowQb7rs.002.mp4,0.41121495327102808,0.4175824175824176,0.37864077669902912,0.47916666666666669,0.5444444444444444
bmj4khBLUOs.001.mp4,0.5420560747663552,0.49450549450549453,0.59223300970873793,0.63541666666666663,0.57777777777777772
1YsZ4GPpyBA.005.mp4,0.37383177570093457,0.53846153846153844,0.66990291262135915,0.52083333333333337,0.69999999999999996
xrxAyO8pKUo.003.mp4,0.79439252336448596,0.80219780219780212,0.80582524271844658,0.85416666666666674,0.8666666666666667
mhvkJjOAjYI.004.mp4,0.61682242990654212,0.67032967032967028,0.66990291262135915,0.5625,0.69999999999999996
PQBGDxYGaXU.001.mp4,0.40186915887850472,0.46153846153846151,0.4563106796116505,0.5,0.83333333333333326
FrOxqNe6sAU.000.mp4,0.38317757009345793,0.5714285714285714,0.81553398058252435,0.55208333333333337,0.53333333333333333
ana5C73n9bY.002.mp4,0.48598130841121495,0.53846153846153844,0.59223300970873793,0.54166666666666663,0.62222222222222223
bLrrDM1Opu0.001.mp4,0.45794392523364491,0.39560439560439559,0.61165048543689315,0.48958333333333331,0.46666666666666667
38fE5B4ghw0.000.mp4,0.45794392523364491,0.4395604395604395,0.4854368932038835,0.52083333333333337,0.6777777777777777
LKqO2BhfAvM.002.mp4,0.30841121495327106,0.30769230769230765,0.52427184466019416,0.33333333333333331,0.37777777777777782
TwWDFpN3occ.001.mp4,0.5420560747663552,0.7142857142857143,0.58252427184466016,0.77083333333333337,0.61111111111111105
oC-qxnrmJws.005.mp4,0.71962616822429926,0.61538461538461531,0.58252427184466016,0.79166666666666674,0.74444444444444435
4XdZDodpzac.000.mp4,0.39252336448598135,0.5934065934065933,0.57281553398058249,0.44791666666666669,0.37777777777777782
VUgKH9DIs-8.003.mp4,0.18691588785046728,0.2857142857142857,0.21359223300970873,0.22916666666666663,0.23333333333333334
HP8f3oqJwz0.003.mp4,0.58878504672897203,0.62637362637362637,0.5145631067961165,0.51041666666666663,0.6333333333333333
lLKwlPLdYig.000.mp4,0.33644859813084116,0.47252747252747251,0.31067961165048547,0.39583333333333337,0.27777777777777779
TUaOp5eIU2c.000.mp4,0.2710280373831776,0.54945054945054939,0.61165048543689315,0.45833333333333337,0.4777777777777778
Q0C0OU-j4DA.004.mp4,0.38317757009345793,0.35164835164835162,0.32038834951456308,0.42708333333333337,0.69999999999999996
knK0zyX8bS4.004.mp4,0.45794392523364491,0.61538461538461531,0.49514563106796111,0.5625,0.73333333333333328
9XvDnTa0Z1M.003.mp4,0.41121495327102808,0.50549450549450547,0.43689320388349517,0.45833333333333337,0.4777777777777778
z3DO3tdrsnQ.000.mp4,0.81308411214953269,0.70329670329670324,0.59223300970873793,0.72916666666666674,0.88888888888888895
2PSGksTyrnI.004.mp4,0.38317757009345793,0.32967032967032966,0.40776699029126218,0.35416666666666663,0.41111111111111115
ng42eoHytOA.005.mp4,0.20560747663551404,0.4175824175824176,0.42718446601941745,0.3125,0.4777777777777778
U9NlCSah83U.001.mp4,0.36448598130841126,0.51648351648351654,0.42718446601941745,0.36458333333333331,0.57777777777777772
MVwxnf6L8po.004.mp4,0.56074766355140193,0.61538461538461531,0.42718446601941745,0.58333333333333326,0.57777777777777772
3wgZrRMosvY.003.mp4,0.64485981308411233,0.56043956043956045,0.50485436893203883,0.52083333333333337,0.66666666666666663
_2DSmy36OEM.001.mp4,0.44859813084112149,0.4175824175824176,0.44660194174757278,0.5,0.5444444444444444
vHIBCKwJLEY.001.mp4,0.45794392523364491,0.69230769230769229,0.4563106796116505,0.48958333333333331,0.55555555555555558
EmGTj1DRMbo.003.mp4,0.55140186915887857,0.61538461538461531,0.55339805825242716,0.58333333333333326,0.59999999999999998
gggp205gPMI.001.mp4,0.31775700934579437,0.4175824175824176,0.50485436893203883,0.47916666666666669,0.38888888888888895
mBdVuEXRlfQ.000.mp4,0.48598130841121495,0.48351648351648352,0.5436893203883495,0.6875,0.6333333333333333
qPzzmcuf-VI.005.mp4,0.73831775700934577,0.63736263736263732,0.7184466019417477,0.76041666666666663,0.92222222222222205
MrfJ1qDJAwo.001.mp4,0.81308411214953269,0.72527472527472536,0.40776699029126218,0.71874999999999989,0.6777777777777777
99OBSlFjLXI.000.mp4,0.66355140186915895,0.46153846153846151,0.39805825242718451,0.52083333333333337,0.64444444444444438
_Py_lytyY5A.005.mp4,0.59813084112149539,0.63736263736263732,0.35922330097087385,0.46875,0.6777777777777777
ssxo35zmKWQ.004.mp4,0.37383177570093457,0.5934065934065933,0.73786407766990292,0.59375,0.57777777777777772
eZwGkhUa0TQ.004.mp4,0.58878504672897203,0.75824175824175832,0.47572815533980584,0.60416666666666663,0.66666666666666663
zeUC7e-4w1E.003.mp4,0.55140186915887857,0.73626373626373631,0.66990291262135915,0.625,0.68888888888888888
kzDQXSGGomg.005.mp4,0.75700934579439261,0.68131868131868123,0.69902912621359214,0.71874999999999989,0.76666666666666661
4ZlcaXadwlo.005.mp4,0.76635514018691586,0.54945054945054939,0.4854368932038835,0.65625,0.6777777777777777
FxVUG2R1y0Q.001.mp4,0.63551401869158874,0.72527472527472536,0.69902912621359214,0.59375,0.76666666666666661
X5aKCrWf6a4.003.mp4,0.42056074766355139,0.50549450549450547,0.66990291262135915,0.5,0.62222222222222223
H6s9aFAQP3M.000.mp4,0.82242990654205606,0.70329670329670324,0.8252427184466018,0.79166666666666674,0.78888888888888875
NG8qWulkRM4.000.mp4,0.28037383177570097,0.27472527472527469,0.20388349514563109,0.21874999999999997,0.27777777777777779
DegRGUG4Wi0.003.mp4,0.5140186915887851,0.65934065934065922,0.66019417475728159,0.63541666666666663,0.57777777777777772
-Wqk9eex6bQ.003.mp4,0.50467289719626174,0.38461538461538458,0.55339805825242716,0.40625000000000006,0.52222222222222225
MnARi5OWW9Q.000.mp4,0.33644859813084116,0.50549450549450547,0.31067961165048547,0.38541666666666669,0.58888888888888891
7ZnijRlK5-E.003.mp4,0.37383177570093457,0.61538461538461531,0.58252427184466016,0.40625000000000006,0.41111111111111115
F0_EI_X5JVk.002.mp4,0.63551401869158874,0.70329670329670324,0.78640776699029136,0.80208333333333337,0.83333333333333326
OovRk5U9_GY.004.mp4,0.45794392523364491,0.61538461538461531,0.5145631067961165,0.625,0.52222222222222225
OXkDmd3nA94.002.mp4,0.41121495327102808,0.46153846153846151,0.44660194174757278,0.39583333333333337,0.38888888888888895
9a-3LrB7cDI.004.mp4,0.57943925233644866,0.75824175824175832,0.72815533980582514,0.76041666666666663,0.64444444444444438
kare8QF7vrE.000.mp4,0.77570093457943945,0.65934065934065922,0.46601941747572811,0.69791666666666663,0.7222222222222221
CCe1J5grs8U.005.mp4,0.75700934579439261,0.81318681318681296,0.50485436893203883,0.73958333333333326,0.76666666666666661
K9ZTOb6PbfQ.000.mp4,0.5420560747663552,0.61538461538461531,0.89320388349514557,0.53125,0.59999999999999998
DegRGUG4Wi0.001.mp4,0.61682242990654212,0.58241758241758246,0.57281553398058249,0.75000000000000011,0.53333333333333333
odHogR_36Dc.003.mp4,0.62616822429906549,0.64835164835164838,0.6310679611650486,0.71874999999999989,0.75555555555555542
FcR9VhCxBb0.004.mp4,0.5700934579439253,0.47252747252747251,0.65048543689320393,0.59375,0.79999999999999993
MrYEK0nvnAo.001.mp4,0.58878504672897203,0.76923076923076916,0.85436893203883513,0.71874999999999989,0.6777777777777777
NDBCrVvp0Vg.000.mp4,0.63551401869158874,0.49450549450549453,0.55339805825242716,0.66666666666666674,0.74444444444444435
KahSwziq8F0.000.mp4,0.72897196261682251,0.69230769230769229,0.5436893203883495,0.61458333333333326,0.56666666666666665
4lyKh2_xCDQ.003.mp4,0.63551401869158874,0.40659340659340659,0.40776699029126218,0.55208333333333337,0.65555555555555556
grhDDOLsBho.005.mp4,0.5140186915887851,0.47252747252747251,0.34951456310679607,0.48958333333333331,0.51111111111111107
Fco1CMgOadI.005.mp4,0.46728971962616828,0.64835164835164838,0.56310679611650483,0.51041666666666663,0.6777777777777777
9cj8rrj1wSk.000.mp4,0.57943925233644866,0.75824175824175832,0.6893203883495147,0.69791666666666663,0.56666666666666665
uE2U_Y7QrIw.000.mp4,0.2710280373831776,0.37362637362637358,0.4563106796116505,0.41666666666666669,0.43333333333333335
k4eeYoHtnnI.004.mp4,0.5420560747663552,0.50549450549450547,0.50485436893203883,0.51041666666666663,0.48888888888888887
shtirfEzWFA.002.mp4,0.25233644859813087,0.38461538461538458,0.38834951456310679,0.27083333333333331,0.41111111111111115
DefePa0_6Sg.001.mp4,0.2710280373831776,0.24175824175824176,0.29126213592233008,0.18749999999999997,0.25555555555555554
tS6bRcIIjDc.004.mp4,0.50467289719626174,0.56043956043956045,0.39805825242718451,0.47916666666666669,0.44444444444444448
8narByy2B5g.004.mp4,0.29906542056074764,0.54945054945054939,0.33980582524271846,0.18749999999999997,0.44444444444444448
FGkS4vJYOpM.004.mp4,0.32710280373831779,0.48351648351648352,0.38834951456310679,0.28125,0.42222222222222222
d9_YDJdF-7I.003.mp4,0.39252336448598135,0.72527472527472536,0.64077669902912615,0.61458333333333326,0.59999999999999998
XN5vpJU3ifw.005.mp4,0.53271028037383183,0.4505494505494505,0.44660194174757278,0.37499999999999994,0.53333333333333333
_ZAqTHlu2ts.001.mp4,0.10280373831775697,0.17582417582417584,0.13592233009708737,0.15624999999999994,0.13333333333333336
DTZeyoKUPx4.001.mp4,0.28037383177570097,0.32967032967032966,0.27184466019417475,0.35416666666666663,0.25555555555555554
oVSMxtPpQ0M.005.mp4,0.56074766355140193,0.73626373626373631,0.4563106796116505,0.61458333333333326,0.81111111111111101
iGBVrJMr62U.005.mp4,0.55140186915887857,0.49450549450549453,0.55339805825242716,0.53125,0.5444444444444444
hPguTv1Zvg8.001.mp4,0.56074766355140193,0.68131868131868123,0.64077669902912615,0.66666666666666674,0.52222222222222225
k4QmzZuQl9s.004.mp4,0.5700934579439253,0.5934065934065933,0.60194174757281549,0.66666666666666674,0.57777777777777772
_plk5k7PBEg.001.mp4,0.68224299065420568,0.86813186813186805,0.70873786407766992,0.83333333333333337,0.75555555555555542
si_gZCrLa4A.001.mp4,0.31775700934579437,0.52747252747252749,0.29126213592233008,0.55208333333333337,0.48888888888888887
cvg03XGFjCk.002.mp4,0.61682242990654212,0.70329670329670324,0.75728155339805825,0.67708333333333337,0.62222222222222223
dVwDf5N2NRA.001.mp4,0.63551401869158874,0.86813186813186805,0.57281553398058249,0.61458333333333326,0.65555555555555556
a5NTqK367wo.000.mp4,0.55140186915887857,0.53846153846153844,0.5145631067961165,0.48958333333333331,0.64444444444444438
alucqviYJFE.001.mp4,0.58878504672897203,0.63736263736263732,0.66019417475728159,0.75000000000000011,0.6777777777777777
nKx64KH7Xks.005.mp4,0.42056074766355139,0.62637362637362637,0.66019417475728159,0.59375,0.64444444444444438
-Wqk9eex6bQ.002.mp4,0.41121495327102808,0.49450549450549453,0.57281553398058249,0.4375,0.44444444444444448
zyGz_H1UTnQ.003.mp4,0.15887850467289719,0.54945054945054939,0.7961165048543688,0.47916666666666669,0.43333333333333335
btcCanysQsw.000.mp4,0.24299065420560748,0.4505494505494505,0.34951456310679607,0.29166666666666663,0.31111111111111112
3ySH8eJQRCI.005.mp4,0.56074766355140193,0.60439560439560436,0.33980582524271846,0.57291666666666663,0.59999999999999998
UKHSKkb0V1o.004.mp4,0.5700934579439253,0.62637362637362637,0.56310679611650483,0.73958333333333326,0.6777777777777777
